,tweets,likes,time,politician_id,language,translated_tweets
471,"L'  demande que les politiques publiques du logement soient exclues du champ d'application de l'accord cadre.
 Nous ne sommes pas contre. Mais nous aimerions faire entendre la voix des locataires dans ce débat.",0,2019-03-26 08:13:37+00:00,CarloSommaruga,"((0, 211, 'FRENCH', 'fr'),)","The call for public housing policies to be excluded from the scope of the framework agreement, and we are not against it, but we would like to make the voice of the tenants heard in this debate."
472,"Les milieux immobiliers et leurs relais parlementaires ne veulent pas de notre initiative «Davantage de logements abordables». Mais pour quelle raison, au fait, combattent-ils cette initiative frappée au coin du bon sens? Découvrez la suite",1,2019-03-25 13:10:00+00:00,CarloSommaruga,"((0, 244, 'FRENCH', 'fr'),)","The real estate community and their parliamentary relays do not want our ""More affordable housing"" initiative. But why, by the way, are they fighting this initiative hit by common sense? Find out more"
473,"Franchises de l'assurance maladie, environnement ou logement que s’est-il passé durant la session de printemps au ParlementCH ? 
Retrouvez les principales décisions de notre dernière session parlementaire",3,2019-03-24 08:54:19+00:00,CarloSommaruga,"((0, 209, 'FRENCH', 'fr'),)","Health insurance, environment or housing allowances what happened during the spring session of ParliamentCH ? Find the main decisions of our last parliamentary session"
474,"L'OCDE publie une statistique comparative montrant comment les filles subissent bien plus le cyberharcèlement que les garçons. 
Il y a nécessité d'agir rapidement au niveau légal, mais surtout de dénoncer et de poursuivre les auteurs de ces faits. ‍‍",7,2019-03-22 11:18:52+00:00,CarloSommaruga,"((0, 260, 'FRENCH', 'fr'),)","The OECD publishes comparative statistics showing how girls experience much more cyber-harassment than boys. There is a need to act quickly at the legal level, but above all to denounce and prosecute the perpetrators."
475,La pétition de l’ de 26'000 signatures récoltées en quelques semaines seulement pour demander la signature et la ratification du Traité d’interdiction des armes  a été déposée ce jour en main du Conseiller fédéral,33,2019-03-20 15:58:54+00:00,CarloSommaruga,"((0, 227, 'FRENCH', 'fr'),)","The petition of the 26,000 signatures collected in just a few weeks to request the signature and ratification of the Arms Ban Treaty was tabled today in the hands of the Federal Councillor"
476,"«Je suis indigné que la SERV n’ait pas remarqué que le client final était une entreprise d’armement vénézuélienne. Nous avons un problème de biens à double usage, soi-disant civils, mais qui servent un but militaire à l’étranger.»",8,2019-03-20 09:30:00+00:00,CarloSommaruga,"((0, 248, 'FRENCH', 'fr'),)","""I am outraged that the SERV did not notice that the final customer was a Venezuelan armament company. We have a problem with dual-use goods, so-called civilians, but which serve a military purpose abroad."""
477,Le bon sens des citoyens et citoyennes qui s’opposent massivement à la déduction par l’UBS de l’amende que lui a infligé la justice française doit être entendu par les élus fédéraux ! Mais la majorité actuelle est du coté de l'UBS…,8,2019-03-20 06:00:00+00:00,CarloSommaruga,"((0, 249, 'FRENCH', 'fr'),)",The common sense of citizens who are massively opposed to the deduction by the UBS of the fine imposed on it by the French justice system must be heard by the federal elected officials! But the current majority is on the side of the UBS...
478,"Ruiz de fait élue au Conseil d’Etat puisque l'UDC vaudois Pascal Dessauges renonce à se présenter au 2e tour! Encore Bravo Rebecca, tu as mené une formidable campagne!",8,2019-03-19 08:18:26+00:00,CarloSommaruga,"((0, 173, 'FRENCH', 'fr'),)","Ruiz actually elected to the Council of State since the Vaudian UDC Pascal Dessauges gave up running for the second round! Once again Bravo Rebecca, you led a wonderful campaign!"
479,"Rencontre très enrichissante ce dimanche avec Rajagopal PV, disciple de la non violence de Gandhi, initiateur avec Jill Carr-Harris de JaiJaGat2020, marche pour le sauvetage de la planète qui partira de l’Inde en octobre 2019 et rejoindra Genève l’internationale en 2020.",4,2019-03-18 18:58:51+00:00,CarloSommaruga,"((0, 278, 'FRENCH', 'fr'),)","Very enriching meeting this Sunday with Rajagopal PV, disciple of Gandhi's non-violence, initiator with Jill Carr-Harris of JaiJaGat2020, march for the rescue of the planet that will leave India in October 2019 and will join Geneva International in 2020."
480,"Ensemble avec la jeunesse mobilisée pour le climat. 
Pour que les politiques publiques changent, il faut la participation de toutes et tous !
GreveClimat",25,2019-03-15 14:23:18+00:00,CarloSommaruga,"((0, 154, 'FRENCH', 'fr'),)","Together with the young people mobilized for the climate. In order for public policies to change, we need the participation of all! GreveClimate"
481,"Pour les personnes âgées vous devez savoir que je suis fortement engagé pour de meilleures rentes, réduire les primes maladie et les loyers.",0,2019-03-14 16:05:57+00:00,CarloSommaruga,"((0, 144, 'FRENCH', 'fr'),)","For the elderly you need to know that I am strongly committed to better annuities, reducing sickness premiums and rents."
482,Comme président de  je porte également la campagne destinée à amener les entreprises de trading basées en Suisse a changer.,0,2019-03-14 16:05:38+00:00,CarloSommaruga,"((0, 128, 'FRENCH', 'fr'),)",As president of I also carry the campaign intended to bring trading companies based in Switzerland to change.
483,Je m’occupe de ce qui touche les habitants de notre pays. Est-ce égal pour vous de savoir que les T-shirts que vous achetez en Suisse et portez tous les jours sont le fruit du travail des enfants ? Aimeriez-vous que vos enfants ou petits enfants soient traités de cette manière ?,0,2019-03-14 15:11:06+00:00,CarloSommaruga,"((0, 284, 'FRENCH', 'fr'),)",I take care of what affects the people of our country. Is it equal to you to know that the T-shirts you buy in Switzerland and wear every day are the fruit of child labour? Would you like your children or grandchildren to be treated in this way?
484,"Les journées sont longues et pénibles: entre 9 et 10 heures par jour, parfois plus, au détriment de leur santé et de leur scolarisation. Rien à voir avec un coup de main occasionnel pendant les vacances scolaires pour la récolte des pommes de terre ou les vendanges.",1,2019-03-14 08:00:36+00:00,CarloSommaruga,"((0, 272, 'FRENCH', 'fr'),)","The days are long and painful: between 9 and 10 hours a day, sometimes more, to the detriment of their health and schooling. Nothing to do with a casual hand during the school holidays for the potato harvest or the harvest."
485,"Mettons un terme au travail des enfants ! 
Au Burkina Faso, 250'000 enfants travaillent dans les champs de coton. Agés entre 5 et 17 ans, ils interviennent à toutes les phases de production, mais surtout pendant la récolte, entre octobre et novembre.",4,2019-03-14 08:00:36+00:00,CarloSommaruga,"((0, 253, 'FRENCH', 'fr'),)","Let's put an end to child labour! In Burkina Faso, 250,000 children work in cotton fields. At the age of 5-17, they intervene at all stages of production, but especially during the harvest, between October and November."
486,"Il est temps de s'engager pour que notre pays soit le berceau des multinationales responsables. Un défit qui profitera à toutes et à tous.
Signez l'annonce",5,2019-03-13 11:25:22+00:00,CarloSommaruga,"((0, 158, 'FRENCH', 'fr'),)","It is time to commit ourselves to making our country the cradle of responsible multinationals, a challenge that will benefit everyone. Sign the announcement"
487,"Incroyable, mais routinier avec la majorité actuelle au Parlement fédéral : le lobby des multinationales s'est imposé et le Conseil des Etats a refusé d'entrer en matière sur un contre-projet à l'initiative pour multinationales responsables ( . 1/2",4,2019-03-13 11:25:21+00:00,CarloSommaruga,"((0, 255, 'FRENCH', 'fr'),)","Unbelievable, but routine with the current majority in the Federal Parliament: the multinational lobby has won and the Council of States has refused to enter into a counter-project on the initiative for responsible multinationals ( . 1/2"
488,"La majorité du Conseil des Etats a rejeté l’initiative «Davantage de logements abordables» à 31 voix contre 12. Malgré les loyers élevés et de trop rares habitations abordables, elle n’indique aucune volonté d’améliorer la situation… cc",2,2019-03-11 16:50:49+00:00,CarloSommaruga,"((0, 254, 'FRENCH', 'fr'),)","The majority of the Council of States rejected the ""More affordable housing"" initiative by 31 votes to 12. Despite high rents and too few affordable housing, it does not indicate any desire to improve the situation... cc"
489,"Michael Moeller, le directeur de l'office des Nations Unies à Genève, a mené une opération séduction mercredi à Berne.
Son interview paru dans la  est à lire ici",3,2019-03-06 19:15:57+00:00,CarloSommaruga,"((0, 168, 'FRENCH', 'fr'),)","Michael Moeller, the Director of the United Nations Office in Geneva, conducted a seduction operation on Wednesday in Bern. His interview published in the east to read here"
490,"Suite de la rencontre entre Michael Möller, Directeur général de l’Office des Nations Unies à Genève, et les membres du Parlement suisse !",2,2019-03-06 13:53:36+00:00,CarloSommaruga,"((0, 145, 'FRENCH', 'fr'),)","Following the meeting between Michael Möller, Director-General of the United Nations Office in Geneva, and the members of the Swiss Parliament!"
491,"Je suis fier d’avoir mis sur pied avec le groupe interparlementaire Genève internationale la rencontre de ce jour entre Michael Möller, Directeur général de l’Office des Nations Unies à Genève, et les membres du Parlement suisse ! 
Le quotidien  en parle ici",10,2019-03-06 09:46:12+00:00,CarloSommaruga,"((0, 268, 'FRENCH', 'fr'),)","I am proud to have set up with the Inter-Parliamentary Group Geneva International this day's meeting between Michael Möller, Director General of the United Nations Office in Geneva, and the members of the Swiss Parliament!"
492,"Collaboration renforcée entre Berne et Sofia afin de lutter plus efficacement contre la criminalité organisée !
 Une réponse nationale n'est plus suffisante, des accords avec les pays voisins sont nécessaires. ‍‍
Article à lire ici",2,2019-03-04 17:54:41+00:00,CarloSommaruga,"((0, 241, 'FRENCH', 'fr'),)","Enhanced collaboration between Bern and Sofia to fight organised crime more effectively! A national response is no longer sufficient, agreements with neighbouring countries are needed. 的 Article to read here"
493,"Malades, stressés et agressés, est-ce ce que nous voulons pour les conducteurs de bus et trams ? Soutien à celles et ceux des TPG qui se disent malmenés par un travail de plus en plus pénible ! Article de la  à lire ici",4,2019-03-03 18:46:36+00:00,CarloSommaruga,"((0, 225, 'FRENCH', 'fr'),)","Sick, stressed and attacked, is this what we want for bus drivers and trams? Support those of TPGs who say they are being abused by an increasingly difficult job! Article to read here"
494,"Aujourd’hui a lieu la votation interne du  pour la désignation du futur secrétaire général national et la ligne du parti pour les prochaines élections. 
 A mes ami-e-s  socialistes et progressistes, allez voter cet a-m dans le local de vote près de chez vous !",0,2019-03-03 12:58:00+00:00,CarloSommaruga,"((0, 268, 'FRENCH', 'fr'),)","Today is the internal vote of for the designation of the future national secretary general and the line of the party for the next elections. To my socialist and progressive friends, go vote this a-m in the voting area near you!"
495,Boissons sucrées: Belle victoire d’étape à souligner: bravo,2,2019-02-28 16:32:37+00:00,CarloSommaruga,"((0, 64, 'FRENCH', 'fr'),)",Sweet Drinks: Beautiful victory of stage to highlight: bravo
