,tweets,time,language,translated_tweets
248,"C'est parti avec une super équipe...
    
ECVD22",2021-12-15 08:10:59+00:00,"((0, 49, 'FRENCH', 'fr'),)",Here we go with a great team... ECVD22
249,"Le Conseil de Etats nous sauve d'une attribution de certains bénéfices de la BNS...ouf!
AVS21",2021-12-13 15:53:35+00:00,"((0, 95, 'FRENCH', 'fr'),)",The Council of States saves us from the allocation of certain benefits of the BNS...ouf! AVS21
250,"Partis amis ? Les ""amis"" s'étaient séparés avec fracas des  il y a cinq ans, et les fédérales n'avaient pas ramené le calme avec le 
Rediscuter des alliances c'est normal, parler d'amitié me semble exagéré!
  ECVD22",2021-12-13 09:53:49+00:00,"((0, 224, 'FRENCH', 'fr'),)","Friends? ""Friends"" had split up with a whirlwind of five years ago, and the federals had not brought peace with the Rediscussing alliances it\'s normal, talking about friendship seems exaggerated! ECVD22"
251,"Toujours un plaisir d'acceuillir des visiteurs...
parlCH",2021-12-08 08:26:55+00:00,"((0, 56, 'FRENCH', 'fr'),)",Always a pleasure to welcome visitors... parlCH
252,"Conservateurs de tous bords, cessez donc de camper sur des positions qui péjorent les générations futures, qui péjorent l'avenir de notre pays et de nos institutions. Cessons de laisser les problèmes à nos successeurs, ce n'est pas digne de notre assemblée.
parlCH LPP21",2021-12-07 23:12:13+00:00,"((0, 277, 'FRENCH', 'fr'),)","The Conservatives on all sides, therefore, cease to camp on positions that undermine future generations, which undermine the future of our country and our institutions. Let us stop leaving the problems to our successors, it is not worthy of our assembly. parlCH LPP21"
253,"J'avoue ne pas comprendre votre résonnement torturé...mais une chose est sûr, notre seul objectif est d'assurer que notre système de santé fonctionne à satisfaction sans être encombré.",2021-12-02 10:17:22+00:00,"((0, 192, 'FRENCH', 'fr'),)","I confess I do not understand your tortured resonance... but one thing is sure, our only goal is to ensure that our health system works to satisfaction without being congested."
254,"Vous appelez cela faible quand nos hôpitaux sont surchargés et qu'on diminue, pour garder des capacités, les opérations électives! Et je ne parle pas de la surcharges du personnel médical!",2021-12-02 09:40:52+00:00,"((0, 194, 'FRENCH', 'fr'),)","You call it weak when our hospitals are overloaded and we decrease, to keep capabilities, elective operations! And I'm not talking about the overload of medical staff!"
255,"A mon avis, vous avez un petit soucis avec l'interprétation des chiffres...je vous donne les miens y compris la source, contrairement à vous!",2021-12-02 09:29:41+00:00,"((0, 143, 'FRENCH', 'fr'),)","In my opinion, you have a little trouble with the interpretation of the numbers...I give you mine including the source, unlike you!"
256,Montrez moi des chiffres et vos sources sur l'inefficacité du vaccin...,2021-12-02 09:08:10+00:00,"((0, 72, 'FRENCH', 'fr'),)",Show me some numbers and your sources on the ineffectiveness of the vaccine...
257,L'autorisation doit être donnée par swissmedic qui est un organisme indépendant. Ensuite le Conseil fédéral peut faire le pas.,2021-12-02 08:58:36+00:00,"((0, 131, 'FRENCH', 'fr'),)","The authorization must be given by swissmedic, which is an independent body. Then the Federal Council can take the step."
258,"Mais que veux dire la faiblesse de la stratégie vaccinale ? Tous ceux qui, en Suisse, le voulaient ont eu accès à la vaccination...Une proposition concrète?",2021-12-02 08:17:35+00:00,"((0, 160, 'FRENCH', 'fr'),)",But what does the weakness of the vaccination strategy mean? All those in Switzerland who wanted to have access to vaccination...A concrete proposal?
259,"Il n'est pas très constructif de s'invectiver...c'est pourtant ce qu'il se passe quand nous attaquons la loi COVID...
parlCH",2021-12-02 08:14:06+00:00,"((0, 125, 'FRENCH', 'fr'),)",It's not very constructive to invective... that's what happens when we attack the VOCID law... parlCH
260,"C'est un peu ""il est urgent d'attendre..."". Moi qui croyais encore que c'était une spécialité vaudoise !
parlCH",2021-12-01 15:54:46+00:00,"((0, 114, 'FRENCH', 'fr'),)","It\'s a little ""it\'s urgent to wait..."". I still thought it was a Vaudian specialty! parlCH"
261,"Aujourd'hui je change de voisine...
Bienvenue à 
Bon vent à",2021-11-29 13:37:09+00:00,"((0, 61, 'FRENCH', 'fr'),)",Today I change neighbor... Welcome to Bon vent à
262,J'ai plutôt la même interpretation que la journaliste...C'est un pari qu’à coup sûr.,2021-11-29 09:05:36+00:00,"((0, 90, 'FRENCH', 'fr'),)",I've got the same interpretation as the journalist... it's a bet for sure.
263,"Quand je lis la citation suivante:
«Nous soutiendrons le candidat au Conseil d’Etat vert’libéral ou UDC qui sera le mieux placé si nous passons les trois nôtres au premier tour», je n'appelle pas cela une affinité aux alliances...",2021-11-29 08:32:41+00:00,"((0, 240, 'FRENCH', 'fr'),)","When I read the following quote: ""We will support the candidate to the Green State Council or UDC which will be best placed if we pass the three of ours in the first round"", I do not call this an affinity to alliances..."
264,"Quand Monsieur  affirme que le  est le seul parti à avoir fait tout juste devant le peuple et que dans la phrase d'après il parle de fake new...cela me fait rire...(ou pas!)

  
  via",2021-11-28 21:06:37+00:00,"((0, 185, 'FRENCH', 'fr'),)",When Monsieur says that he is the only party to have done just in front of the people and that in the following sentence he talks about fake new...it makes me laugh...(or not!) via
265,"""Jérusalem est la capitale d'Israël, uniquement!"".
Avec de tels déclarations les problèmes israelo-palestinien est pas prêt d'être réglé...",2021-11-23 05:33:23+00:00,"((0, 147, 'FRENCH', 'fr'),)","""Jerusalem is the capital of Israel, only!"". With such statements the Israeli-Palestinian problems are not ready to be solved..."
266,"Comparaison n'est pas raison...
 l'impact de 3 jours d'arrêt total n'est pas un fantasme romand!",2021-11-21 09:46:19+00:00,"((0, 97, 'FRENCH', 'fr'),)",Comparison is not right... the impact of 3 days of total shutdown is not a romantic fantasy!
267,"Il ne faut pas imaginer que la conf prenne la responsabilité de la cybersécurité privée.. après tout personne ne vient vérifier que vos valeurs sont enfermées dans un coffre à votre domicile.
cybersecurite parlCH",2021-11-18 16:23:29+00:00,"((0, 220, 'FRENCH', 'fr'),)",You must not imagine that the confi takes responsibility for private cybersecurity.. after anyone comes to check that your values are locked in a safe at your home. cybersecurity parlCH
268,"Dans sa réponse à mon interpellation, le CF écrit:
""le Conseil fédéral estime qu'il n'est pas non plus nécessaire d'agir pour protéger cette ressource [l'eau potable]"".
Etonnant non ?
parlCH",2021-11-16 06:52:15+00:00,"((0, 197, 'FRENCH', 'fr'),)","In its response to my inquiry, the CF wrote: ""The Federal Council does not consider it necessary either to act to protect this resource [drinking water]""."
269,"Je me demande si nos sept ""sages"" ont conscience des conséquences de leur position....j'ai bien peur qu'ils vivent dans un monde parallèle!
aucoeurdeleurope
conseilfederal",2021-11-11 07:59:24+00:00,"((0, 173, 'FRENCH', 'fr'),)","I wonder if our seven ""agees"" are aware of the consequences of their position... I\'m afraid they\'re living in a parallel world!"
270,"C'est surprenant...
1 - on claque la porte
2 - on fait la morale à celui qu' on a jeté.
aucoeurdeleurope",2021-11-09 17:54:50+00:00,"((0, 106, 'FRENCH', 'fr'),)",It's surprising... 1 - we slam door 2 - we do the morals to the one we threw.
271,"Me voilà équipé d'un DEP (Dossier électronique du patient), plus qu'à voir à l'usage...",2021-11-09 06:52:37+00:00,"((0, 93, 'FRENCH', 'fr'),)","Here I am equipped with a DEP (Patient's electronic file), more than to see for use..."
272,Vous avez dit un bus vide est bon pour le climat...je m'étonne d'une telle annonce qui frise le ridicule...libre a vous d'essayer de contextualiser cette erreur pour l'effacer!,2021-10-31 09:04:37+00:00,"((0, 177, 'FRENCH', 'fr'),)",You said an empty bus is good for the climate...I am surprised at such an announcement that friezes ridiculous...free to you to try to contextualize this error to erase it!
273,C'est une erreur de dire qu'un bus vide est bon pour le climat...,2021-10-30 19:08:41+00:00,"((0, 65, 'FRENCH', 'fr'),)",It's a mistake to say that an empty bus is good for the climate...
274,Cela dépend du cycle en effet mais ne sous-entendez pas qu'il est interdit de se poser des questions sur les bus vides...c'est surtout la rhétorique utilisée qui n'est pas raisonnable...,2021-10-30 11:04:09+00:00,"((0, 189, 'FRENCH', 'fr'),)",It depends on the cycle in fact but do not imply that it is forbidden to ask questions about empty buses ... it is above all the rhetoric used that is not reasonable...
275,C'est du travail mais les succès existent...,2021-10-29 12:28:18+00:00,"((0, 45, 'FRENCH', 'fr'),)","It's work, but success exists..."
276,"Si je comprends bien, faire tourner un bus vide, ce qui revient à transporter en boucle un chauffeur, a un impact positif sur le climat. Etrange d'occuper une personne à ne rien faire d'autre que de produire du CO2 sans transporter personne...",2021-10-29 09:04:20+00:00,"((0, 245, 'FRENCH', 'fr'),)","If I understand correctly, running an empty bus, which amounts to looping a driver, has a positive impact on the climate. Strange to occupy a person to do nothing but produce CO2 without transporting anyone..."
277,"Programme de la soirée, écouter des exposés pointus... FSS ForumSecuriteSuisse",2021-10-27 16:41:41+00:00,"((0, 81, 'FRENCH', 'fr'),)","Programme of the evening, listen to some specific presentations... FSS ForumSecuritySwitzerland"
278,"Nous nous sommes mis dans la position de celui qui accepte de subir une torture lente. Dommage...
accordscadres aucoeurdeleurope",2021-10-21 08:25:10+00:00,"((0, 128, 'FRENCH', 'fr'),)",We have put ourselves in the position of the one who agrees to suffer a slow torture.
279,"Metaverse, scénario du RedTeamDefence, on a pas un soucis ?",2021-10-20 09:26:33+00:00,"((0, 60, 'FRENCH', 'fr'),)","Metaverse, RedTeamDefence scenario, don't we have a problem?"
280,"Cyclisme – Du myorelaxant dans les bidons

En fait ils utilisent un produit qui n'est pas interdit, pourquoi, dans le titre et la manière d'introduire le sujet, on laisse sous-entendre que c'est de la tricherie ?",2021-10-19 20:11:27+00:00,"((0, 215, 'FRENCH', 'fr'),)","Cycling – Myorelaxant in the cans In fact they use a product that is not prohibited, why, in the title and how to introduce the subject, we suggest that it is cheating?"
281,"trains supprimés et compositions réduites, c'est un peu compliqué ces jours! Considérez-vous cela comme acceptable?",2021-10-19 04:23:47+00:00,"((0, 119, 'FRENCH', 'fr'),)","deleted trains and reduced compositions, it's a little complicated these days! Do you consider this acceptable?"
282,"Votre ligne rouge était réglable en interne sans problèmes. Malheureusement le  se laisse aller au dogmatisme syndical. Au revoir horizon, bonjour l'augmentation des risques de chômage...",2021-10-18 17:25:57+00:00,"((0, 191, 'FRENCH', 'fr'),)","Your red line was internally adjustable without any problems. Unfortunately it is allowed to go to union dogmatism. Goodbye horizon, hello the increase in the risk of unemployment..."
283,"Cela va devenir difficile de faire avancer des projets, les zadistes ne se tirent-ils pas une balle dans le pieds ?",2021-10-18 10:11:36+00:00,"((0, 115, 'FRENCH', 'fr'),)","It's going to be hard to move projects forward, aren't the Zadists getting a bullet in their feet?"
284,était aussi contre d'ailleurs...,2021-10-18 06:37:41+00:00,"((0, 33, 'FRENCH', 'fr'),)",was also against...
285,«La solidarité européenne nous aide beaucoup. Mais il est évident que l’accord institutionnel avec l’UE nous aurait facilité la tâche.» Rappeler moi la position du  sur l'accord cadre,2021-10-18 05:13:56+00:00,"((0, 194, 'FRENCH', 'fr'),)","""European solidarity helps us a lot, but it is clear that the institutional agreement with the EU would have made it easier for us to do so."""
