Unnamed: 0,tweets,time,language,translated_tweets
518,"Nein, jede Form von Gewalt ist absolut zu verurteilen! Ich bin selbst Opfer von linksgrünalternativen Spinnern und würde Gewalt niemals gutheissen!",2021-08-22 17:12:41+00:00,"((0, 149, 'GERMAN', 'de'),)","[{'translation_text': 'No, any form of violence is absolutely to be condemned! I myself am the victim of left-green-alternative spinners and would never approve of violence!'}]"
519,Oh Gott - welchen Zusammenhang Sie nun wieder konstruieren … Ihre Sucht scheint echt bleibende Schäden hinterlassen zu haben … in Ihrem Falle würde ich sogar eine IV-Rente befürworten!,2021-08-22 17:06:21+00:00,"((0, 191, 'GERMAN', 'de'),)",[{'translation_text': 'Oh God - what connection you are constructing now ... your addiction seems to have left real lasting damage ... in your case I would even support an IV pension!'}]
520,"Spalten diejenigen die Gesellschaft, welche sie in 2 Klassen aufteilen wollen - oder die, die davor warnen?",2021-08-22 16:59:00+00:00,"((0, 107, 'GERMAN', 'de'),)",[{'translation_text': 'Are those who want to divide society into two classes - or those who warn about it?'}]
521,"Es ist doch seltsam, wenn ein Opfer nichts mit der Polizei zu tun haben will … da kommt doch automatisch der Verdacht auf, er hätte es schon mal mit der Polizei zu tun gehabt …",2021-08-22 16:57:05+00:00,"((0, 181, 'GERMAN', 'de'),)","[{'translation_text': ""It's strange if a victim doesn't want to have anything to do with the police ... there's always the suspicion that he's ever been involved with the police ...""}]"
522,Eventuell war er einschlägig registriert,2021-08-22 16:37:15+00:00,"((0, 41, 'GERMAN', 'de'),)",[{'translation_text': 'He may have been registered on the subject'}]
523,"Zum Nachdenken: Die Impfung gegen COVID mag ja funktionieren … aber ist es korrekt, die Impfung zu propagieren und Kritiker lächerlich zu machen? Was, wenn sich in 2 Jahren massive Schäden ergeben? Wurde nicht Contergan damals speziell für schwangere Frauen empfohlen?",2021-08-22 16:35:39+00:00,"((0, 273, 'GERMAN', 'de'),)","[{'translation_text': ""To think: The vaccination against COVID may work ... but is it correct to propagate the vaccination and make critics ridiculous? What if massive damage occurs in 2 years? Wasn't Contergan recommended specifically for pregnant women at that time?""}]"
524,"… die Impfung mag ja funktionieren … aber ist es korrekt, jetzt hier die Impfung zu propagieren und Kritiker lächerlich zu machen? Was, wenn sich in 2 Jahren massive Schäden ergeben? Wurde nicht Contergan damals speziell für schwangere Frauen empfohlen?",2021-08-22 16:33:49+00:00,"((0, 260, 'GERMAN', 'de'),)",[{'translation_text': '... the vaccination may work ... but is it correct now to propagate the vaccination here and make critics ridiculous? What if massive damage occurs in 2 years? Was not Contergan at that time specifically recommended for pregnant women?'}]
525,Es geht mir sehr gut !,2021-08-20 14:33:34+00:00,"((0, 22, 'Unknown', 'un'),)",NA
526,"Ja, Drogensucht in Kombination mit falscher Erziehung und falschen Umfeld hinterlassen oft deutliche Spuren …",2021-08-19 21:41:48+00:00,"((0, 111, 'GERMAN', 'de'),)","[{'translation_text': 'Yes, drug addiction in combination with false education and wrong environment often leave clear traces ...'}]"
527,Es ist so ruhig … haben Sie keine Antwort auf meine Frage?,2021-08-19 21:21:46+00:00,"((0, 60, 'GERMAN', 'de'),)","[{'translation_text': ""It's so quiet... don't you have an answer to my question?""}]"
528,Verfahren in Schaffhausen - Blogger und Anti-Hatespeech-Aktivist wird wegen Ehrverletzung angezeigt - 20 Minuten,2021-08-19 21:20:46+00:00,"((0, 112, 'GERMAN', 'de'),)",[{'translation_text': 'Proceedings in Schaffhausen - Blogger and anti-hatespeech activist is reported for injury - 20 minutes'}]
529,"Woher wissen Sie, ob ich geimpft bin?",2021-08-19 15:55:50+00:00,"((0, 37, 'GERMAN', 'de'),)","[{'translation_text': ""How do you know I'm vaccinated?""}]"
530,Das beruhigt mich irgendwie …,2021-08-17 14:00:46+00:00,"((0, 31, 'GERMAN', 'de'),)",[{'translation_text': 'It kind of calms me down...'}]
532,"Und das fragt ausgerechnet ein Freisinniger … Es kann doch nie ein Fehlanreiz sein, wenn sich möglichst viele Bürger ein EFH leisten können!",2021-08-17 06:20:08+00:00,"((0, 145, 'GERMAN', 'de'),)","[{'translation_text': ""And that's what a free-minded person asks of all things ... It can never be a misincentive if as many citizens as possible can afford an EFH!""}]"
533,Hilfe vor Ort ist mehrfach zielführender und effizienter statt Afghanen zu uns zu holen. Personen aus einem derart fremden Kulturkreis lassen sich praktisch nicht integrieren … Zudem: Wieviele Talibans würden bei so einer Aktion wohl miteingeschleust?,2021-08-17 06:15:04+00:00,"((0, 255, 'GERMAN', 'de'),)","[{'translation_text': 'On-site assistance is more targeted and efficient than bringing Afghans to us. People from such a foreign culture cannot be practically integrated ... In addition, how many Talibans would be involved in such an action?'}]"
534,"Das Schöne an solchen Forderungen ist, das niemals ein Sozialist für die Folgen geradestehen wird, kann und muss …",2021-08-16 17:17:22+00:00,"((0, 118, 'GERMAN', 'de'),)","[{'translation_text': 'The beauty of such demands, which a socialist will never face for the consequences, can and must ...'}]"
535,Man(n) ist ja höflich …,2021-08-14 20:46:05+00:00,"((0, 26, 'Unknown', 'un'),)",NA
536,… Sie scheinen die Idee nicht verstanden zu haben …,2021-08-11 08:36:21+00:00,"((0, 55, 'GERMAN', 'de'),)","[{'translation_text': ""... you don't seem to have understood the idea ...""}]"
537,"Nein, absolut unehrlich ist die Salamitaktik, mit welcher nach der eingetragenen Partnerschaft immer weitere Forderungen gestellt werden!",2021-08-11 08:09:16+00:00,"((0, 137, 'GERMAN', 'de'),)","[{'translation_text': 'No, absolutely dishonest is the Salamitaktik, with which more and more demands are made after the registered partnership!'}]"
538,Das wird dann zwangsläufig die nächste Forderung sein - mit jeder Garantie,2021-08-11 07:28:15+00:00,"((0, 76, 'GERMAN', 'de'),)",[{'translation_text': 'This will inevitably be the next demand - with every guarantee'}]
539,"Aber …. wenn Samenspenden erlaubt werden, Leihmutterschaft aber verboten bleibt - dann sind doch Schwule echt benachteiligt?",2021-08-11 07:03:42+00:00,"((0, 126, 'GERMAN', 'de'),)","[{'translation_text': 'But .... if sperm donations are allowed, but surrogacy is forbidden - then gays are really disadvantaged?'}]"
540,Wieso ?,2021-08-11 07:01:23+00:00,"((0, 7, 'Unknown', 'un'),)",NA
541,"Wenn nun mit diesem Gesetz Samenspenden erlaubt werden, sind Schwule immer noch nicht gleichberechtigt - die Leihmutterschaft wird die nächste Forderung sein …",2021-08-11 06:49:57+00:00,"((0, 162, 'GERMAN', 'de'),)","[{'translation_text': 'If sperm donations are allowed with this law, gays are still not equal - surrogacy will be the next demand ...'}]"
542,Anonymer Feigling !,2021-08-10 13:19:27+00:00,"((0, 19, 'Unknown', 'un'),)",NA
543,Jetzt im Ernst: Die Impfung ist für Sie also wie eine Gurte im Auto?,2021-08-10 12:29:54+00:00,"((0, 69, 'GERMAN', 'de'),)",[{'translation_text': 'Seriously: So the vaccination is like a belt in the car for you?'}]
544,"Wenn auch nur die Hälfte derer, die hier regelmässig behaupten, sie hätten vorher SVP gewählt, dies auch getan hätten, wären wir wohl über 50% Wähleranteil gekommen …",2021-08-10 12:27:11+00:00,"((0, 176, 'GERMAN', 'de'),)","[{'translation_text': 'If only half of those who regularly claim that they had previously voted for SVP would have done so, we would probably have had more than 50% voter share ...'}]"
545,Ist ja einfach unglaublich!,2021-08-10 09:37:39+00:00,"((0, 27, 'GERMAN', 'de'),)","[{'translation_text': ""It's incredible!""}]"
546,"Jedes Restaurant, jeden Wirt, jedes Mitglied des Gastroverbandes welche ein Zertifikat fordern, sollten wir alle gnadenlos boykottieren!",2021-08-09 06:56:52+00:00,"((0, 136, 'GERMAN', 'de'),)","[{'translation_text': 'Every restaurant, every host, every member of the Gastroverband, who demands a certificate, we should boycott all mercilessly!'}]"
547,Wo habe ich gelogen ?,2021-08-07 16:23:44+00:00,"((0, 21, 'Unknown', 'un'),)",NA
550,Sie belieben zu scherzen … 🤣,2021-08-04 18:55:49+00:00,"((0, 33, 'GERMAN', 'de'),)",[{'translation_text': 'You like to joke...'}]
551,"Wieso sagen uns deutsche Gören, was wir hier zu tun haben? Würden diese Klimachaoten nicht besser in Deutschland aufräumen helfen?",2021-08-03 16:22:50+00:00,"((0, 133, 'GERMAN', 'de'),)","[{'translation_text': ""Why do German brats tell us what we have to do here? Wouldn't these climate chaoss better help clean up in Germany?""}]"
552,Genau - und dies alles wegen des CO2 🤣🤣,2021-08-02 16:54:34+00:00,"((0, 45, 'Unknown', 'un'),)",NA
553,Was wissen Sie von meinen Tätigkeiten und meinem Arbeitspensum?,2021-08-02 14:20:15+00:00,"((0, 64, 'GERMAN', 'de'),)",[{'translation_text': 'What do you know about my activities and my workload?'}]
554,Die Klimachaoten operieren vom alten Hardturmstadion aus - warum wird dieses Nest nicht geräumt?,2021-08-02 14:18:53+00:00,"((0, 97, 'GERMAN', 'de'),)",[{'translation_text': 'The climate chaos operates from the old Hardturmstadion - why is this nest not cleared?'}]
555,Leserenden ????,2021-08-02 09:55:03+00:00,"((0, 15, 'Unknown', 'un'),)",NA
556,Also sind es Demo-Touristen? Kann man die mieten?,2021-08-02 09:43:39+00:00,"((0, 49, 'GERMAN', 'de'),)","[{'translation_text': ""So they're demo tourists? Can you rent them?""}]"
557,Wieso krähen die Klimakommunisten beim Paradeplatz eigentlich auf englisch? Und wieso sind die nicht am Arbeiten?,2021-08-02 06:39:39+00:00,"((0, 114, 'GERMAN', 'de'),)","[{'translation_text': ""Why are the climate communists crowing at Paradeplatz in English? And why aren't they working?""}]"
558,"Feier des Schweizervereins Ungarn in Budapest - die damaligen, echten Flüchtlinge waren dankbar und sind es heute noch - ganz im Gegenteil zu den Wirtschaftsmigranten von heute …",2021-07-31 13:37:32+00:00,"((0, 181, 'GERMAN', 'de'),)","[{'translation_text': 'Celebration of the Swiss Association Hungary in Budapest - the then, genuine refugees were grateful and still are - quite the opposite to the economic migrants of today ...'}]"
559,Ist Ihnen langweilig? Diese Geschichte ist längst widerlegt und die Story des Tagi-Journis ist in sich zusammengebrochen. Er wurde anschliessend zum Magazin strafversetzt …,2021-07-30 07:36:05+00:00,"((0, 175, 'GERMAN', 'de'),)",[{'translation_text': 'Are you bored? This story has long since been refuted and the story of the Tagi-Journis has collapsed. He was then sentenced to the magazine ...'}]
560,Mit der Terrorsusi bleibt es die Hetzcourage!,2021-07-27 18:55:19+00:00,"((0, 45, 'GERMAN', 'de'),)",[{'translation_text': 'With the Terrorsusi it remains the Hetzcourage!'}]
561,Treten Sie bitte den Gegenbeweis an !,2021-07-26 23:18:58+00:00,"((0, 37, 'GERMAN', 'de'),)",[{'translation_text': 'Please take the counter-evidence!'}]
562,Bisher wurden laut zuständiger EU-Datenbank 19.000 Tote nach Corona-Impfung gemeldet — die Dunkelziffer ist unbekannt … warum schweigen unsere Medien hierzu?,2021-07-26 22:27:58+00:00,"((0, 162, 'GERMAN', 'de'),)","[{'translation_text': 'So far, according to the EU database responsible, 19,000 deaths have been reported after Corona vaccination — the dark figure is unknown ... why are our media silent on this?'}]"
563,"Rechtschreibung gilt hier doch umso mehr! Ausser natürlich für solche, die sie nicht beherrschen …",2021-07-26 19:28:06+00:00,"((0, 102, 'GERMAN', 'de'),)","[{'translation_text': 'Spelling is all the more valid here! Except, of course, for those who do not control it ...'}]"
564,Wenn Sie auf eine sehr unglückliche Geschichte vor über 30 Jahren anspielen - welche ich im Übrigen selbst öffentlich gemacht habe … werden Sie glücklich damit …,2021-07-26 19:26:57+00:00,"((0, 170, 'GERMAN', 'de'),)",[{'translation_text': 'If you point to a very unfortunate story over 30 years ago - which I made public myself by the way ... you will be happy with it ...'}]
565,"Und: Herr Köppel hat - ganz im Gegensatz zu den meisten Linken und Grünen -  noch einen anständigen Beruf, welcher seine Anwesenheit erfordert!",2021-07-26 18:30:11+00:00,"((0, 146, 'GERMAN', 'de'),)","[{'translation_text': 'And: Mr Köppel - quite unlike most of the left and the Greens - still has a decent profession, which requires his presence!'}]"
566,Wann habe ich je eine Sitzung versäumt ?,2021-07-26 18:28:40+00:00,"((0, 41, 'GERMAN', 'de'),)",[{'translation_text': 'When have I ever missed a meeting ?'}]
567,Dann lassen Sie sich bitte behandeln!,2021-07-26 18:27:52+00:00,"((0, 37, 'GERMAN', 'de'),)",[{'translation_text': 'Then please let us treat you.'}]
569,Anonymer Feigling !,2021-07-26 14:47:54+00:00,"((0, 19, 'Unknown', 'un'),)",NA
570,Madame hat die Hosen voll - und stiftet indirekt natürlich genau dazu an … genugistgenug tschüssjsh alleshateinende stopsubventionsverschleuderung ehrefürmarkus,2021-07-26 14:32:39+00:00,"((0, 165, 'GERMAN', 'de'),)","[{'translation_text': 'Madame is full of trousers - and indirectly, of course, instigates exactly to it ... enoughisgenug tschüssjsh alleshat einende stopsubsidysverschussung honorfürmarkus'}]"
571,"So, nun ist die gute Dame endgültig fällig ! Selber schuld - wir haben gewarnt !",2021-07-26 14:27:51+00:00,"((0, 82, 'GERMAN', 'de'),)","[{'translation_text': 'So, now the good lady is finally due ! Same fault - we warned !'}]"
572,Die gute Dame retweeted und likt nach wie vor Unwahrheiten …,2021-07-26 14:26:46+00:00,"((0, 62, 'GERMAN', 'de'),)",[{'translation_text': 'The good lady retweeted and still liking untruths ...'}]
573,Das glauben Sie nicht im Ernst ?,2021-07-26 14:13:01+00:00,"((0, 32, 'GERMAN', 'de'),)","[{'translation_text': ""You don't think so?""}]"
574,Die Wahrheit tut oft weh !,2021-07-26 11:07:22+00:00,"((0, 26, 'GERMAN', 'de'),)",[{'translation_text': 'The truth often hurts!'}]
575,"Echt jetzt, liebe   - Ihr vergleicht uns mit den deutschen Grünen? Schade, Ihr scheint den Kompass total verloren zu haben …",2021-07-25 21:50:39+00:00,"((0, 127, 'GERMAN', 'de'),)","[{'translation_text': 'Really now, dear - you compare us with the German Greens? Too bad you seem to have totally lost the compass ...'}]"
576,Damit kann ich leben …,2021-07-25 19:10:08+00:00,"((0, 24, 'Unknown', 'un'),)",NA
577,"Mein Kommentar war keineswegs unnötig - es ist dringend und wichtig, dass die Bürgerinnen und Bürger sehen, was für Exponenten in dieser Partei an führender Stelle mitmachen!",2021-07-25 17:41:20+00:00,"((0, 179, 'GERMAN', 'de'),)",[{'translation_text': 'My comment was by no means unnecessary - it is urgent and important that citizens see what exponents in this party are leading the way!'}]
578,"Für die gute Frau  Baerbock, welche Kobalt und Kobold nicht auseinander halten kann …",2021-07-25 16:26:03+00:00,"((0, 88, 'GERMAN', 'de'),)","[{'translation_text': 'For the good woman Baerbock, who cannot keep cobalt and leprechaun apart ...'}]"
579,Habe ich Sie darum gebeten?,2021-07-25 14:57:37+00:00,"((0, 27, 'GERMAN', 'de'),)",[{'translation_text': 'Did I ask you to do that?'}]
580,Diese Partei kann man doch nicht ernst nehmen  …,2021-07-25 13:50:54+00:00,"((0, 50, 'GERMAN', 'de'),)","[{'translation_text': ""You can't take this party seriously...""}]"
581,"Irgendwie verständlich - unter den ersten 10 Unis weltweit findet man keine aus der EU, unter den ersten 20 auch nicht, unter den ersten 30 auch nicht, unter den ersten 40 auch nicht - erst auf Rang 50 findet sich die erste Uni aus der EU: Die TU München ….",2021-07-25 11:55:14+00:00,"((0, 261, 'GERMAN', 'de'),)","[{'translation_text': 'Somehow understandable - among the first 10 universities worldwide you will not find any from the EU, among the first 20 neither, among the first 30, nor among the first 40 - only the first university from the EU can be found in 50th place: The TU Munich ....'}]"
